"year","project","month","site","treatment","plot_id","functional_group","family","genus","specie","taxon","cover"
2019,"Puna","July","ACJ","C",1,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",4
2019,"Puna","July","ACJ","C",1,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",45
2019,"Puna","July","ACJ","C",1,"Gramminoid","Poaceae","Cortaderia","hapalotricha","Cortaderia hapalotricha",3
2019,"Puna","July","ACJ","C",1,"Gramminoid","Poaceae","Danthonia","secundiflora","Danthonia secundiflora",0.5
2019,"Puna","July","ACJ","C",1,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",10
2019,"Puna","July","ACJ","C",1,"Fern","Polypodiaceae","Melpomene","moniliformis","Melpomene moniliformis",0.5
2019,"Puna","July","ACJ","C",1,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",4
2019,"Puna","July","ACJ","C",1,"Forb","Rubiaceae","Nertera","granadensis","Nertera granadensis",12
2019,"Puna","July","ACJ","C",2,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",0.5
2019,"Puna","July","ACJ","C",2,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2019,"Puna","July","ACJ","C",2,"Forb","Asteraceae","Senecio","rhizomathus","Senecio rhizomathus",0.5
2019,"Puna","July","ACJ","C",2,"Gramminoid","Cyperaceae","Carex","sp8","Carex sp8",0.5
2019,"Puna","July","ACJ","C",2,"Fern","Dryopteridaceae","Elaphoglossum","amphioxys","Elaphoglossum amphioxys",0.5
2019,"Puna","July","ACJ","C",2,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",1
2019,"Puna","July","ACJ","C",2,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",2
2019,"Puna","July","ACJ","C",2,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",3
2019,"Puna","July","ACJ","C",2,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",0.5
2019,"Puna","July","ACJ","C",2,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",1
2019,"Puna","July","ACJ","C",2,"Forb","Orchidaceae","Cyrtochilum","mystacinum","Cyrtochilum mystacinum",1
2019,"Puna","July","ACJ","C",2,"Forb","Orchidaceae","Pterichis","sp1","Pterichis sp1",0.5
2019,"Puna","July","ACJ","C",2,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",1
2019,"Puna","July","ACJ","C",2,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",16
2019,"Puna","July","ACJ","C",2,"Gramminoid","Poaceae","Cortaderia","bifida","Cortaderia bifida",85
2019,"Puna","July","ACJ","C",2,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",0.5
2019,"Puna","July","ACJ","C",2,"Forb","Rubiaceae","Nertera","granadensis","Nertera granadensis",2
2019,"Puna","July","ACJ","C",3,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",2
2019,"Puna","July","ACJ","C",3,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2019,"Puna","July","ACJ","C",3,"Forb","Asteraceae","Senecio","rhizomathus","Senecio rhizomathus",0.5
2019,"Puna","July","ACJ","C",3,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",8
2019,"Puna","July","ACJ","C",3,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",8
2019,"Puna","July","ACJ","C",3,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",4
2019,"Puna","July","ACJ","C",3,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",4
2019,"Puna","July","ACJ","C",3,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",1
2019,"Puna","July","ACJ","C",3,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",3
2019,"Puna","July","ACJ","C",3,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",0.5
2019,"Puna","July","ACJ","C",3,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",24
2019,"Puna","July","ACJ","C",3,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",23
2019,"Puna","July","ACJ","C",3,"Gramminoid","Poaceae","Cortaderia","bifida","Cortaderia bifida",16
2019,"Puna","July","ACJ","C",3,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",2
2019,"Puna","July","ACJ","C",3,"Fern","Polypodiaceae","Melpomene","moniliformis","Melpomene moniliformis",0.5
2019,"Puna","July","ACJ","C",3,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",8
2019,"Puna","July","ACJ","C",4,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",0.5
2019,"Puna","July","ACJ","C",4,"Forb","Asteraceae","Senecio","rhizomathus","Senecio rhizomathus",0.5
2019,"Puna","July","ACJ","C",4,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",1
2019,"Puna","July","ACJ","C",4,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",8
2019,"Puna","July","ACJ","C",4,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",16
2019,"Puna","July","ACJ","C",4,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",8
2019,"Puna","July","ACJ","C",4,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",16
2019,"Puna","July","ACJ","C",4,"Forb","Gentianaceae","Halenia","umbellata","Halenia umbellata",0.5
2019,"Puna","July","ACJ","C",4,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",1
2019,"Puna","July","ACJ","C",4,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",35
2019,"Puna","July","ACJ","C",4,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",2
2019,"Puna","July","ACJ","C",4,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",4
2019,"Puna","July","ACJ","C",4,"Fern","Polypodiaceae","Melpomene","moniliformis","Melpomene moniliformis",0.5
2019,"Puna","July","ACJ","C",4,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",0.5
2019,"Puna","July","ACJ","C",4,"Forb","Rosaceae","Lachemilla","orbiculata","Lachemilla orbiculata",4
2019,"Puna","July","ACJ","C",5,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",1
2019,"Puna","July","ACJ","C",5,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2019,"Puna","July","ACJ","C",5,"Forb","Asteraceae","Laestadia","muscicola","Laestadia muscicola",0.5
2019,"Puna","July","ACJ","C",5,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",4
2019,"Puna","July","ACJ","C",5,"Gramminoid","Cyperaceae","Carex","sp8","Carex sp8",4
2019,"Puna","July","ACJ","C",5,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",2
2019,"Puna","July","ACJ","C",5,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",0.5
2019,"Puna","July","ACJ","C",5,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",12
2019,"Puna","July","ACJ","C",5,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",2
2019,"Puna","July","ACJ","C",5,"Forb","Gentianaceae","Halenia","umbellata","Halenia umbellata",8
2019,"Puna","July","ACJ","C",5,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",2
2019,"Puna","July","ACJ","C",5,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",0.5
2019,"Puna","July","ACJ","C",5,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",0.5
2019,"Puna","July","ACJ","C",5,"Forb","Orchidaceae","Pterichis","sp1","Pterichis sp1",0.5
2019,"Puna","July","ACJ","C",5,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",2
2019,"Puna","July","ACJ","C",5,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",0.5
2019,"Puna","July","ACJ","C",5,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",10
2019,"Puna","July","ACJ","C",5,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",12
2019,"Puna","July","ACJ","C",5,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",8
2019,"Puna","July","ACJ","C",5,"Gramminoid","Poaceae","Festuca","procera","Festuca procera",3
2019,"Puna","July","ACJ","C",5,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",1
2019,"Puna","November","ACJ","C",1,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",0.5
2019,"Puna","November","ACJ","C",1,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2019,"Puna","November","ACJ","C",1,"Forb","Asteraceae","Senecio","rhizomathus","Senecio rhizomathus",2
2019,"Puna","November","ACJ","C",1,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",6
2019,"Puna","November","ACJ","C",1,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",2
2019,"Puna","November","ACJ","C",1,"Fern","Dryopteridaceae","Elaphoglossum","amphioxys","Elaphoglossum amphioxys",6
2019,"Puna","November","ACJ","C",1,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",0.5
2019,"Puna","November","ACJ","C",1,"Woody","Ericaceae","Ericaceae","sp1","Ericaceae sp1",0.5
2019,"Puna","November","ACJ","C",1,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",0.5
2019,"Puna","November","ACJ","C",1,"Woody","Ericaceae","Gaultheria","vaccinioides","Gaultheria vaccinioides",3
2019,"Puna","November","ACJ","C",1,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",2
2019,"Puna","November","ACJ","C",1,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",16
2019,"Puna","November","ACJ","C",1,"Forb","Gentianaceae","Halenia","umbellata","Halenia umbellata",2
2019,"Puna","November","ACJ","C",1,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",0.5
2019,"Puna","November","ACJ","C",1,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",1
2019,"Puna","November","ACJ","C",1,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",8
2019,"Puna","November","ACJ","C",1,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",2
2019,"Puna","November","ACJ","C",1,"Forb","Orchidaceae","Pterichis","sp1","Pterichis sp1",0.5
2019,"Puna","November","ACJ","C",1,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",1
2019,"Puna","November","ACJ","C",1,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",1
2019,"Puna","November","ACJ","C",1,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",1
2019,"Puna","November","ACJ","C",1,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",50
2019,"Puna","November","ACJ","C",1,"Gramminoid","Poaceae","Cortaderia","hapalotricha","Cortaderia hapalotricha",4
2019,"Puna","November","ACJ","C",1,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",4
2019,"Puna","November","ACJ","C",1,"Fern","Polypodiaceae","Melpomene","moniliformis","Melpomene moniliformis",0.5
2019,"Puna","November","ACJ","C",1,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",1
2019,"Puna","November","ACJ","C",1,"Forb","Rubiaceae","Nertera","granadensis","Nertera granadensis",8
2019,"Puna","November","ACJ","C",2,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",1
2019,"Puna","November","ACJ","C",2,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2019,"Puna","November","ACJ","C",2,"Forb","Asteraceae","Senecio","rhizomathus","Senecio rhizomathus",0.5
2019,"Puna","November","ACJ","C",2,"Gramminoid","Cyperaceae","Carex","sp8","Carex sp8",1
2019,"Puna","November","ACJ","C",2,"Fern","Dryopteridaceae","Elaphoglossum","amphioxys","Elaphoglossum amphioxys",0.5
2019,"Puna","November","ACJ","C",2,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",2
2019,"Puna","November","ACJ","C",2,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",3
2019,"Puna","November","ACJ","C",2,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",1
2019,"Puna","November","ACJ","C",2,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",1
2019,"Puna","November","ACJ","C",2,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",2
2019,"Puna","November","ACJ","C",2,"Forb","Orchidaceae","Cyrtochilum","mystacinum","Cyrtochilum mystacinum",1
2019,"Puna","November","ACJ","C",2,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",0.5
2019,"Puna","November","ACJ","C",2,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",16
2019,"Puna","November","ACJ","C",2,"Gramminoid","Poaceae","Cortaderia","bifida","Cortaderia bifida",92
2019,"Puna","November","ACJ","C",2,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",2
2019,"Puna","November","ACJ","C",3,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",1
2019,"Puna","November","ACJ","C",3,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2019,"Puna","November","ACJ","C",3,"Forb","Asteraceae","Senecio","rhizomathus","Senecio rhizomathus",0.5
2019,"Puna","November","ACJ","C",3,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",16
2019,"Puna","November","ACJ","C",3,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",3
2019,"Puna","November","ACJ","C",3,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",1
2019,"Puna","November","ACJ","C",3,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",2
2019,"Puna","November","ACJ","C",3,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",2
2019,"Puna","November","ACJ","C",3,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",2
2019,"Puna","November","ACJ","C",3,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",0.5
2019,"Puna","November","ACJ","C",3,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",24
2019,"Puna","November","ACJ","C",3,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",12
2019,"Puna","November","ACJ","C",3,"Gramminoid","Poaceae","Cortaderia","bifida","Cortaderia bifida",20
2019,"Puna","November","ACJ","C",3,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",2
2019,"Puna","November","ACJ","C",3,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",4
2019,"Puna","November","ACJ","C",4,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",0.5
2019,"Puna","November","ACJ","C",4,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",1
2019,"Puna","November","ACJ","C",4,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",2
2019,"Puna","November","ACJ","C",4,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",2
2019,"Puna","November","ACJ","C",4,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",4
2019,"Puna","November","ACJ","C",4,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",8
2019,"Puna","November","ACJ","C",4,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",2
2019,"Puna","November","ACJ","C",4,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",40
2019,"Puna","November","ACJ","C",4,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",3
2019,"Puna","November","ACJ","C",4,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",4
2019,"Puna","November","ACJ","C",4,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",0.5
2019,"Puna","November","ACJ","C",4,"Forb","Rosaceae","Lachemilla","orbiculata","Lachemilla orbiculata",2
2019,"Puna","November","ACJ","C",5,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",1
2019,"Puna","November","ACJ","C",5,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2019,"Puna","November","ACJ","C",5,"Woody","Asteraceae","Baccharis","genistelloides","Baccharis genistelloides",0.5
2019,"Puna","November","ACJ","C",5,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",1
2019,"Puna","November","ACJ","C",5,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",3
2019,"Puna","November","ACJ","C",5,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",4
2019,"Puna","November","ACJ","C",5,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",2
2019,"Puna","November","ACJ","C",5,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",8
2019,"Puna","November","ACJ","C",5,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",2
2019,"Puna","November","ACJ","C",5,"Forb","Euphobiaceae","Euphorbia","huanchahana","Euphorbia huanchahana",1
2019,"Puna","November","ACJ","C",5,"Forb","Gentianaceae","Halenia","umbellata","Halenia umbellata",6
2019,"Puna","November","ACJ","C",5,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",2
2019,"Puna","November","ACJ","C",5,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",0.5
2019,"Puna","November","ACJ","C",5,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",2
2019,"Puna","November","ACJ","C",5,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",0.5
2019,"Puna","November","ACJ","C",5,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",2
2019,"Puna","November","ACJ","C",5,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",8
2019,"Puna","November","ACJ","C",5,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",38
2019,"Puna","November","ACJ","C",5,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",10
2019,"Puna","November","ACJ","C",5,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",0.5
2019,"Puna","November","ACJ","C",5,"Forb",NA,"seedling","unknown","seedling unknown",0.5
2020,"PFTC3","March","QUE","BB",1,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",0.5
2020,"PFTC3","March","QUE","BB",1,"Forb","Asteraceae","Antennaria","linearifolia","Antennaria linearifolia",3
2020,"PFTC3","March","QUE","BB",1,"Forb","Asteraceae","Aphanactis","villosa","Aphanactis villosa",1
2020,"PFTC3","March","QUE","BB",1,"Woody","Asteraceae","Baccharis","caespitosa","Baccharis caespitosa",4
2020,"PFTC3","March","QUE","BB",1,"Forb","Asteraceae","Gamochaeta","coarctata","Gamochaeta coarctata",1
2020,"PFTC3","March","QUE","BB",1,NA,NA,"Calamagrostis","sp8","Calamagrostis sp8",25
2020,"PFTC3","March","QUE","BB",1,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",8
2020,"PFTC3","March","QUE","BB",1,"Forb","Caryophyllaceae","Cerastium","arvense","Cerastium arvense",0.5
2020,"PFTC3","March","QUE","BB",1,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",0.5
2020,"PFTC3","March","QUE","BB",1,"Forb","Gentianaceae","Gentiana","sedifolia","Gentiana sedifolia",0.5
2020,"PFTC3","March","QUE","BB",1,NA,NA,"Geranium","filipes","Geranium filipes",0.5
2020,"PFTC3","March","QUE","BB",1,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",2
2020,"PFTC3","March","QUE","BB",1,"Forb","Asteraceae","Hypochaeris","taraxacoides","Hypochaeris taraxacoides",1
2020,"PFTC3","March","QUE","BB",1,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",2
2020,"PFTC3","March","QUE","BB",1,"Forb","Apiaceae","Oreomyrrhis","andicola","Oreomyrrhis andicola",4
2020,"PFTC3","March","QUE","BB",1,"Forb","Oxalidaceae","Oxalis","oreocharis","Oxalis oreocharis",1
2020,"PFTC3","March","QUE","BB",1,"Gramminoid","Poaceae","Paspalum","bonplandianum","Paspalum bonplandianum",20
2020,"PFTC3","March","QUE","BB",1,"Forb","Asteraceae","Perezia","pungens","Perezia pungens",0.5
2020,"PFTC3","March","QUE","BB",1,"Gramminoid","Poaceae","Agrostis","foliata","Agrostis foliata",4
2020,"PFTC3","March","QUE","BB",1,"Forb","Violaceae","Viola","pygmaea","Viola pygmaea",1
2020,"PFTC3","March","QUE","BB",1,"Forb","Asteraceae","Werneria","nubigena","Werneria nubigena",0.5
2020,"PFTC3","March","QUE","BB",1,"Forb","Asteraceae","Werneria","villosa","Werneria villosa",2
2020,"PFTC3","March","QUE","BB",1,"Forb","Rosaceae","Acaena","cylindristachya","Acaena cylindristachya",0.5
2020,"PFTC3","March","QUE","BB",1,"Forb","Asteraceae","Bidens","triplinervia","Bidens triplinervia",0.5
2020,"PFTC3","March","QUE","BB",1,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",1
2020,"PFTC3","March","QUE","BB",1,"Forb","Euphobiaceae","Euphorbia","huanchahana","Euphorbia huanchahana",1
2020,"PFTC3","March","QUE","BB",1,"Forb","Rubiaceae","Galium","corymbosum","Galium corymbosum",0.5
2020,"PFTC3","March","QUE","BB",1,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2020,"PFTC3","March","QUE","BB",1,"Gramminoid","Poaceae","Festuca","sp4","Festuca sp4",2
2020,"PFTC3","March","QUE","BB",1,"Forb","Orchidaceae","Pterichis","sp1","Pterichis sp1",0.5
2020,"PFTC3","March","QUE","BB",1,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",1
2020,"PFTC3","March","QUE","BB",1,"Gramminoid","Poaceae","Poa","spicigera","Poa spicigera",2
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Poaceae","Agrostis","trichodes","Agrostis trichodes",1
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Poaceae","Agrostis","breviculmis","Agrostis breviculmis",2
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Poaceae","Poa","sp2","Poa sp2",0
2020,"PFTC3","March","QUE","BB",2,"Forb","Asteraceae","Antennaria","linearifolia","Antennaria linearifolia",6
2020,"PFTC3","March","QUE","BB",2,"Forb","Asteraceae","Aphanactis","villosa","Aphanactis villosa",1
2020,"PFTC3","March","QUE","BB",2,"Woody","Asteraceae","Baccharis","caespitosa","Baccharis caespitosa",4
2020,"PFTC3","March","QUE","BB",2,"Forb","Caprifoliaceae","Belonanthus","hispidus","Belonanthus hispidus",1
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",0.5
2020,"PFTC3","March","QUE","BB",2,NA,NA,"Festuca","cf. andina","Festuca cf. andina",1
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Poaceae","Calamagrostis","rigida","Calamagrostis rigida",5
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Poaceae","Festuca","sp4","Festuca sp4",3
2020,"PFTC3","March","QUE","BB",2,NA,NA,"Calamagrostis","sp7","Calamagrostis sp7",20
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",20
2020,"PFTC3","March","QUE","BB",2,"Forb","Asteraceae","Hypochaeris","taraxacoides","Hypochaeris taraxacoides",4
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",3
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Poaceae","Poa","spicigera","Poa spicigera",1
2020,"PFTC3","March","QUE","BB",2,"Forb","Asteraceae","Oritrophium","hieracioides","Oritrophium hieracioides",6
2020,"PFTC3","March","QUE","BB",2,"Forb","Oxalidaceae","Oxalis","oreocharis","Oxalis oreocharis",0.5
2020,"PFTC3","March","QUE","BB",2,"Forb","Asteraceae","Perezia","pungens","Perezia pungens",1
2020,"PFTC3","March","QUE","BB",2,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",0
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Poaceae","Agrostis","foliata","Agrostis foliata",0
2020,"PFTC3","March","QUE","BB",2,"Forb","Violaceae","Viola","pygmaea","Viola pygmaea",0.5
2020,"PFTC3","March","QUE","BB",2,"Forb","Asteraceae","Werneria","villosa","Werneria villosa",1
2020,"PFTC3","March","QUE","BB",2,"Forb","Rosaceae","Lachemilla","jamesonii","Lachemilla jamesonii",0.5
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",3
2020,"PFTC3","March","QUE","BB",2,"Forb","Euphobiaceae","Euphorbia","huanchahana","Euphorbia huanchahana",0.5
2020,"PFTC3","March","QUE","BB",2,"Forb","Gentianaceae","Gentiana","sedifolia","Gentiana sedifolia",0
2020,"PFTC3","March","QUE","BB",2,NA,NA,"Geranium","filipes","Geranium filipes",0.5
2020,"PFTC3","March","QUE","BB",2,NA,NA,"Oreobolus","sp1","Oreobolus sp1",0
2020,"PFTC3","March","QUE","BB",2,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",4
2020,"PFTC3","March","QUE","BB",2,"Forb","Asteraceae","Werneria","nubigena","Werneria nubigena",0.5
2020,"PFTC3","March","QUE","BB",2,"Forb","Orchidaceae","Pterichis","sp1","Pterichis sp1",0.5
2020,"PFTC3","March","QUE","BB",2,"Gramminoid","Cyperaceae","Carex","boliviensis","Carex boliviensis",0.5
2020,"PFTC3","March","QUE","BB",2,NA,NA,"Festuca","3 sharp","Festuca 3 sharp",3
2020,"PFTC3","March","QUE","BB",2,"Forb","Asteraceae","Gamochaeta","coarctata","Gamochaeta coarctata",0.5
2020,"PFTC3","March","QUE","BB",3,"Forb","Asteraceae","Antennaria","linearifolia","Antennaria linearifolia",3
2020,"PFTC3","March","QUE","BB",3,"Forb","Asteraceae","Aphanactis","villosa","Aphanactis villosa",4
2020,"PFTC3","March","QUE","BB",3,"Woody","Asteraceae","Baccharis","caespitosa","Baccharis caespitosa",0.5
2020,"PFTC3","March","QUE","BB",3,"Forb","Caprifoliaceae","Belonanthus","hispidus","Belonanthus hispidus",0.5
2020,"PFTC3","March","QUE","BB",3,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",15
2020,"PFTC3","March","QUE","BB",3,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",5
