"","year","season","month","site","treatment","plot_id","individual_nr","id","functional_group","family","taxon","burn_year","elevation","latitude","longitude","course","csr_strategy","s_percent","c_percent","r_percent","trait","value"
"550",2018,"wet_season","March","ACJ","C",1,1,"GXD0717","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"leaf_thickness_mm",NA
"551",2018,"wet_season","March","ACJ","C",1,1,"GXD0717","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"plant_height_cm",NA
"552",2018,"wet_season","March","ACJ","C",1,1,"GXD0717","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"sla_cm2_g",80.1630434782609
"553",2018,"wet_season","March","ACJ","C",1,1,"GXD0717","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"wet_mass_g",NA
"554",2020,"wet_season","March","ACJ","C",1,1,"BAQ2582","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"dry_mass_g",NA
"555",2020,"wet_season","March","ACJ","C",1,1,"BAQ2582","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"ldmc",NA
"556",2020,"wet_season","March","ACJ","C",1,1,"BAQ2582","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"leaf_area_cm2",NA
"557",2020,"wet_season","March","ACJ","C",1,1,"BAQ2582","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"leaf_thickness_mm",0.139333333333333
"558",2020,"wet_season","March","ACJ","C",1,1,"BAQ2582","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"plant_height_cm",24
"559",2020,"wet_season","March","ACJ","C",1,1,"BAQ2582","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"sla_cm2_g",NA
"560",2020,"wet_season","March","ACJ","C",1,1,"BAQ2582","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"wet_mass_g",NA
"561",2020,"wet_season","March","ACJ","C",1,2,"BAR3619","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"dry_mass_g",NA
"562",2020,"wet_season","March","ACJ","C",1,2,"BAR3619","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"ldmc",NA
"563",2020,"wet_season","March","ACJ","C",1,2,"BAR3619","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"leaf_area_cm2",NA
"564",2020,"wet_season","March","ACJ","C",1,2,"BAR3619","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"leaf_thickness_mm",0.178
"565",2020,"wet_season","March","ACJ","C",1,2,"BAR3619","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"plant_height_cm",22
"566",2020,"wet_season","March","ACJ","C",1,2,"BAR3619","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"sla_cm2_g",NA
"567",2020,"wet_season","March","ACJ","C",1,2,"BAR3619","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"wet_mass_g",NA
"568",2020,"wet_season","March","ACJ","C",1,3,"BAV9519","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"dry_mass_g",NA
"569",2020,"wet_season","March","ACJ","C",1,3,"BAV9519","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"ldmc",NA
"570",2020,"wet_season","March","ACJ","C",1,3,"BAV9519","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"leaf_area_cm2",NA
"571",2020,"wet_season","March","ACJ","C",1,3,"BAV9519","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"leaf_thickness_mm",0.108666666666667
"572",2020,"wet_season","March","ACJ","C",1,3,"BAV9519","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"plant_height_cm",20.5
"573",2020,"wet_season","March","ACJ","C",1,3,"BAV9519","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"sla_cm2_g",NA
"574",2020,"wet_season","March","ACJ","C",1,3,"BAV9519","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC5",NA,NA,NA,NA,"wet_mass_g",NA
"575",2018,"wet_season","March","ACJ","C",1,4,"CZW0816","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"dry_mass_g",NA
"576",2018,"wet_season","March","ACJ","C",1,4,"CZW0816","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"ldmc",0.459677419354839
"577",2018,"wet_season","March","ACJ","C",1,4,"CZW0816","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"leaf_area_cm2",NA
"578",2018,"wet_season","March","ACJ","C",1,4,"CZW0816","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"leaf_thickness_mm",0.250333333333333
"579",2018,"wet_season","March","ACJ","C",1,4,"CZW0816","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"plant_height_cm",4
"580",2018,"wet_season","March","ACJ","C",1,4,"CZW0816","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"sla_cm2_g",46.1935483870968
"581",2018,"wet_season","March","ACJ","C",1,4,"CZW0816","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"wet_mass_g",NA
"582",2018,"wet_season","March","ACJ","C",1,5,"CZV0159","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"dry_mass_g",NA
"583",2018,"wet_season","March","ACJ","C",1,5,"CZV0159","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"ldmc",0.338461538461538
"584",2018,"wet_season","March","ACJ","C",1,5,"CZV0159","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"leaf_area_cm2",NA
"585",2018,"wet_season","March","ACJ","C",1,5,"CZV0159","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"leaf_thickness_mm",0.336333333333333
"586",2018,"wet_season","March","ACJ","C",1,5,"CZV0159","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"plant_height_cm",12
"587",2018,"wet_season","March","ACJ","C",1,5,"CZV0159","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"sla_cm2_g",43.1230769230769
"588",2018,"wet_season","March","ACJ","C",1,5,"CZV0159","Fern","Lycopodiaceae","Lycopodium clavatum",NA,3487.4,-13.176034,-71.628828,"PFTC3",NA,NA,NA,NA,"wet_mass_g",NA
"589",2018,"wet_season","March","ACJ","C",1,1,"AQJ6960","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"dry_mass_g",0.384
"590",2018,"wet_season","March","ACJ","C",1,1,"AQJ6960","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"ldmc",0.403361344537815
"591",2018,"wet_season","March","ACJ","C",1,1,"AQJ6960","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"leaf_area_cm2",16.858
"592",2018,"wet_season","March","ACJ","C",1,1,"AQJ6960","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"leaf_thickness_mm",0.464333333333333
"593",2018,"wet_season","March","ACJ","C",1,1,"AQJ6960","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"plant_height_cm",7
"594",2018,"wet_season","March","ACJ","C",1,1,"AQJ6960","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"sla_cm2_g",17.7079831932773
"595",2018,"wet_season","March","ACJ","C",1,1,"AQJ6960","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"wet_mass_g",0.952
"596",2018,"wet_season","March","ACJ","C",1,2,"AQH2456","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"dry_mass_g",0.075
"597",2018,"wet_season","March","ACJ","C",1,2,"AQH2456","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"ldmc",0.321888412017167
"598",2018,"wet_season","March","ACJ","C",1,2,"AQH2456","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"leaf_area_cm2",5.049
"599",2018,"wet_season","March","ACJ","C",1,2,"AQH2456","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"leaf_thickness_mm",0.311
"600",2018,"wet_season","March","ACJ","C",1,2,"AQH2456","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"plant_height_cm",NA
"601",2018,"wet_season","March","ACJ","C",1,2,"AQH2456","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"sla_cm2_g",21.6695278969957
"602",2018,"wet_season","March","ACJ","C",1,2,"AQH2456","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"wet_mass_g",0.233
"603",2019,"dry_season","November","ACJ","C",1,2,"IMN2762","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"Puna","S",85.8739230986886,14.1260769013114,0,"dry_mass_g",NA
"604",2019,"dry_season","November","ACJ","C",1,2,"IMN2762","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"Puna","S",85.8739230986886,14.1260769013114,0,"ldmc",NA
"605",2019,"dry_season","November","ACJ","C",1,2,"IMN2762","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"Puna","S",85.8739230986886,14.1260769013114,0,"leaf_area_cm2",NA
"606",2019,"dry_season","November","ACJ","C",1,2,"IMN2762","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"Puna","S",85.8739230986886,14.1260769013114,0,"leaf_thickness_mm",NA
"607",2019,"dry_season","November","ACJ","C",1,2,"IMN2762","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"Puna","S",85.8739230986886,14.1260769013114,0,"plant_height_cm",27
"608",2019,"dry_season","November","ACJ","C",1,2,"IMN2762","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"Puna","S",85.8739230986886,14.1260769013114,0,"sla_cm2_g",NA
"609",2019,"dry_season","November","ACJ","C",1,2,"IMN2762","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"Puna","S",85.8739230986886,14.1260769013114,0,"wet_mass_g",NA
"610",2018,"wet_season","March","ACJ","C",1,3,"AQF8831","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"dry_mass_g",0.073
"611",2018,"wet_season","March","ACJ","C",1,3,"AQF8831","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"ldmc",0.333333333333333
"612",2018,"wet_season","March","ACJ","C",1,3,"AQF8831","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"leaf_area_cm2",7.251
"613",2018,"wet_season","March","ACJ","C",1,3,"AQF8831","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"leaf_thickness_mm",0.191666666666667
"614",2018,"wet_season","March","ACJ","C",1,3,"AQF8831","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"plant_height_cm",17
"615",2018,"wet_season","March","ACJ","C",1,3,"AQF8831","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"sla_cm2_g",33.1095890410959
"616",2018,"wet_season","March","ACJ","C",1,3,"AQF8831","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"wet_mass_g",0.219
"617",2018,"wet_season","March","ACJ","C",1,4,"AQI5909","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"dry_mass_g",0.06275
"618",2018,"wet_season","March","ACJ","C",1,4,"AQI5909","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"ldmc",0.490234375
"619",2018,"wet_season","March","ACJ","C",1,4,"AQI5909","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"leaf_area_cm2",3.181
"620",2018,"wet_season","March","ACJ","C",1,4,"AQI5909","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"leaf_thickness_mm",0.27
"621",2018,"wet_season","March","ACJ","C",1,4,"AQI5909","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"plant_height_cm",14
"622",2018,"wet_season","March","ACJ","C",1,4,"AQI5909","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"sla_cm2_g",24.8515625
"623",2018,"wet_season","March","ACJ","C",1,4,"AQI5909","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"wet_mass_g",0.128
"624",2018,"wet_season","March","ACJ","C",1,5,"AQG1374","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"dry_mass_g",0.169
"625",2018,"wet_season","March","ACJ","C",1,5,"AQG1374","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"ldmc",0.329434697855751
"626",2018,"wet_season","March","ACJ","C",1,5,"AQG1374","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"leaf_area_cm2",11.244
"627",2018,"wet_season","March","ACJ","C",1,5,"AQG1374","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"leaf_thickness_mm",0.311666666666667
"628",2018,"wet_season","March","ACJ","C",1,5,"AQG1374","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"plant_height_cm",13
"629",2018,"wet_season","March","ACJ","C",1,5,"AQG1374","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"sla_cm2_g",21.9181286549708
"630",2018,"wet_season","March","ACJ","C",1,5,"AQG1374","Fern","Polypodiaceae","Melpomene moniliformis",NA,3487.4,-13.176034,-71.628828,"PFTC3","S",85.8739230986886,14.1260769013114,0,"wet_mass_g",0.513
"631",2020,"wet_season","March","ACJ","C",1,1,"AZV3791","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"dry_mass_g",0.0255
"632",2020,"wet_season","March","ACJ","C",1,1,"AZV3791","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"ldmc",0.286516853932584
"633",2020,"wet_season","March","ACJ","C",1,1,"AZV3791","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"leaf_area_cm2",2.251
"634",2020,"wet_season","March","ACJ","C",1,1,"AZV3791","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"leaf_thickness_mm",0.441333333333333
"635",2020,"wet_season","March","ACJ","C",1,1,"AZV3791","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"plant_height_cm",7.5
"636",2020,"wet_season","March","ACJ","C",1,1,"AZV3791","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"sla_cm2_g",88.2745098039216
"637",2020,"wet_season","March","ACJ","C",1,1,"AZV3791","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"wet_mass_g",0.089
"638",2020,"wet_season","March","ACJ","C",1,2,"AZF5769","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"dry_mass_g",0.0263
"639",2020,"wet_season","March","ACJ","C",1,2,"AZF5769","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"ldmc",0.243518518518519
"640",2020,"wet_season","March","ACJ","C",1,2,"AZF5769","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"leaf_area_cm2",2.934
"641",2020,"wet_season","March","ACJ","C",1,2,"AZF5769","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"leaf_thickness_mm",0.446
"642",2020,"wet_season","March","ACJ","C",1,2,"AZF5769","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"plant_height_cm",6.5
"643",2020,"wet_season","March","ACJ","C",1,2,"AZF5769","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"sla_cm2_g",111.558935361217
"644",2020,"wet_season","March","ACJ","C",1,2,"AZF5769","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"wet_mass_g",0.108
"645",2020,"wet_season","March","ACJ","C",1,3,"AZR3366","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"dry_mass_g",0.0151
"646",2020,"wet_season","March","ACJ","C",1,3,"AZR3366","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"ldmc",0.255932203389831
"647",2020,"wet_season","March","ACJ","C",1,3,"AZR3366","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"leaf_area_cm2",1.769
"648",2020,"wet_season","March","ACJ","C",1,3,"AZR3366","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"leaf_thickness_mm",0.373333333333333
"649",2020,"wet_season","March","ACJ","C",1,3,"AZR3366","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"plant_height_cm",10.5
"650",2020,"wet_season","March","ACJ","C",1,3,"AZR3366","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"sla_cm2_g",117.152317880795
"651",2020,"wet_season","March","ACJ","C",1,3,"AZR3366","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC5","S/CS",77.8475229709756,22.1524770290244,0,"wet_mass_g",0.059
"652",2018,"wet_season","March","ACJ","C",1,4,"GOC5765","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC3","S/CS",77.8475229709756,22.1524770290244,0,"dry_mass_g",0.00433333333333333
"653",2018,"wet_season","March","ACJ","C",1,4,"GOC5765","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC3","S/CS",77.8475229709756,22.1524770290244,0,"ldmc",0.232142857142857
"654",2018,"wet_season","March","ACJ","C",1,4,"GOC5765","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC3","S/CS",77.8475229709756,22.1524770290244,0,"leaf_area_cm2",0.607333333333333
"655",2018,"wet_season","March","ACJ","C",1,4,"GOC5765","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC3","S/CS",77.8475229709756,22.1524770290244,0,"leaf_thickness_mm",0.280666666666667
"656",2018,"wet_season","March","ACJ","C",1,4,"GOC5765","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC3","S/CS",77.8475229709756,22.1524770290244,0,"plant_height_cm",1
"657",2018,"wet_season","March","ACJ","C",1,4,"GOC5765","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC3","S/CS",77.8475229709756,22.1524770290244,0,"sla_cm2_g",32.5357142857143
"658",2018,"wet_season","March","ACJ","C",1,4,"GOC5765","Woody","Melastomataceae","Miconia rotundifolia",NA,3487.4,-13.176034,-71.628828,"PFTC3","S/CS",77.8475229709756,22.1524770290244,0,"wet_mass_g",0.0186666666666667
"659",2019,"wet_season","April","ACJ","C",1,1,"AZK6290","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"dry_mass_g",0.000230769230769231
"660",2019,"wet_season","April","ACJ","C",1,1,"AZK6290","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"ldmc",0.142857142857143
"661",2019,"wet_season","April","ACJ","C",1,1,"AZK6290","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"leaf_area_cm2",0.102320512820513
"662",2019,"wet_season","April","ACJ","C",1,1,"AZK6290","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"leaf_thickness_mm",0.082
"663",2019,"wet_season","April","ACJ","C",1,1,"AZK6290","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"plant_height_cm",1
"664",2019,"wet_season","April","ACJ","C",1,1,"AZK6290","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"sla_cm2_g",443.388888888889
"665",2019,"wet_season","April","ACJ","C",1,1,"AZK6290","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"wet_mass_g",0.00161538461538462
"666",2019,"dry_season","November","ACJ","C",1,2,"INR5314","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"dry_mass_g",0.00091304347826087
"667",2019,"dry_season","November","ACJ","C",1,2,"INR5314","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"ldmc",0.259259259259259
"668",2019,"dry_season","November","ACJ","C",1,2,"INR5314","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"leaf_area_cm2",0.192445652173913
"669",2019,"dry_season","November","ACJ","C",1,2,"INR5314","Forb","Rubiaceae","Nertera granadensis",NA,3487.4,-13.176034,-71.628828,"Puna","R/SR",24.2072774255296,0,75.7927225744704,"leaf_thickness_mm",NA
