country,project,course,id,year,month,date,gradient,site,treatment,plot_id,functional_group,family,taxon,genus,species,individual_nr,plant_height_cm,nr_leaves,number_leaves_scan,wet_mass_g,dry_mass_g,leaf_area_cm2,sla_cm2_g,ldmc,leaf_thickness_mm,area_flag,dry_flag,wet_flag
PE,T,PFTC3,AOT6825,2018,March,2018-03-18T00:00:00Z,1,WAY,B,5,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,1,10,1,1,0.01,0.008,0.472,58.99999999999999,0.8,0.043666666666666666,,,
PE,T,PFTC3,AIE3253,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,2,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,2,19,1,2,1.369,0.259,16.714,64.53281853281852,0.1891891891891892,0.645,,,
PE,T,PFTC3,AIK6555,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,2,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,3,16,1,1,0.771,0.159,11.445,71.9811320754717,0.20622568093385213,0.8756666666666667,,,
PE,T,PFTC3,GOC5765,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,1,Woody,Melastomataceae,Miconia rotundifolia,Miconia,rotundifolia,4,1,1,3,0.056,0.013,1.8219999999999998,140.15384615384616,0.23214285714285712,0.2806666666666667,,,
PE,T,PFTC3,GNX5213,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,1,Woody,Melastomataceae,Miconia rotundifolia,Miconia,rotundifolia,3,1,1,3,0.061,0.008,1.861,232.625,0.13114754098360656,0.2806666666666667,,,
PE,T,PFTC3,GOA2757,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,1,Woody,Melastomataceae,Miconia rotundifolia,Miconia,rotundifolia,2,2,1,2,0.07,0.017,2.1109999999999998,124.17647058823528,0.24285714285714285,0.25066666666666665,,,
PE,T,PFTC3,BMJ4678,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,4,Forb,Rosaceae,Lachemilla orbiculata,Lachemilla,orbiculata,4,4,1,6,0.091,0.023,3.223,140.1304347826087,0.25274725274725274,0.158,,,
PE,T,PFTC3,BMH2881,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,4,Forb,Rosaceae,Lachemilla orbiculata,Lachemilla,orbiculata,5,6,1,3,0.227,0.076,6.232,82,0.33480176211453744,0.18133333333333335,,,
PE,T,PFTC3,BMG2225,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,4,Forb,Rosaceae,Lachemilla orbiculata,Lachemilla,orbiculata,2,4,1,4,0.061,0.038,2.342,61.631578947368425,0.6229508196721312,0.181,,,
PE,T,PFTC3,BLS7288,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,4,Woody,Ericaceae,Pernettya prostrata,Pernettya,prostrata,2,32,10,11,0.0108,0.0066,0.2882,43.66666666666667,0.611111111111111,0.31933333333333336,,,
PE,T,PFTC3,BNB4833,2018,March,2018-03-17T00:00:00Z,1,QUE,B,2,Forb,Asteraceae,Werneria villosa,Werneria,villosa,5,2,5,10,0.005,0.0028,0.1236,44.142857142857146,0.5599999999999999,0.19333333333333333,,,
PE,T,PFTC3,ANK6361,2018,March,2018-03-17T00:00:00Z,1,QUE,B,2,Forb,Asteraceae,Werneria villosa,Werneria,villosa,3,2,5,9,0.007000000000000001,0.0028,0.2252,80.42857142857143,0.3999999999999999,0.14950000000000002,,,
PE,T,PFTC3,HKK3130,2018,March,2018-03-17T00:00:00Z,1,QUE,B,4,Forb,Geraniaceae,Geranium sessiliflorum,Geranium,sessiliflorum,2,5,1,5,0.051,0.018,2.351,130.61111111111111,0.35294117647058826,0.20033333333333334,,,
PE,T,PFTC3,AAA4667,2018,March,2018-03-17T00:00:00Z,1,QUE,B,4,Forb,Asteraceae,Werneria villosa,Werneria,villosa,3,5,4,6,0.01075,0.00475,0.25325000000000003,53.31578947368422,0.4418604651162791,0.21566666666666667,,,
PE,T,PFTC3,GZU4695,2018,March,2018-03-17T00:00:00Z,1,QUE,B,4,Forb,Asteraceae,Antennaria linearifolia,Antennaria,linearifolia,2,8,1,3,0.045,0.015,1.823,121.53333333333333,0.3333333333333333,0.21033333333333334,,,
PE,T,PFTC3,GZO5027,2018,March,2018-03-17T00:00:00Z,1,QUE,B,4,Forb,Asteraceae,Werneria villosa,Werneria,villosa,2,3,1,3,0.12,0.033,1.355,41.060606060606055,0.275,0.27366666666666667,,,
PE,T,PFTC3,HIM6942,2018,March,2018-03-17T00:00:00Z,1,QUE,B,4,Forb,Asteraceae,Oritrophium hieracioides,Oritrophium,hieracioides,1,23,1,1,0.535,0.111,17.742,159.83783783783784,0.20747663551401868,0.3576666666666667,,,
PE,T,PFTC3,BNG0095,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Forb,Asteraceae,Hieracium cf. mandonii,Hieracium,cf. mandonii,1,7,1,3,0.251,0.043,8.49,197.4418604651163,0.17131474103585656,0.215,,,
PE,T,PFTC3,BNE2196,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Forb,Asteraceae,Hieracium cf. mandonii,Hieracium,cf. mandonii,3,4,1,2,0.158,0.022,7.1129999999999995,323.3181818181818,0.13924050632911392,0.172,,,
PE,T,PFTC3,AUH2936,2018,March,NA,1,ACJ,B,3,Woody,Ericaceae,Gaultheria glomerata,Gaultheria,glomerata,3,5,1,1,0.09,0.046,3.936,85.56521739130434,0.5111111111111111,0.32266666666666666,,,
PE,T,PFTC3,BRC1845,2018,March,2018-03-17T00:00:00Z,1,WAY,B,4,Fern,Lycopodiaceae,Lycopodium thyoides,Lycopodium,thyoides,2,27,1,1,NA,NA,NA,NA,NA,0.9303333333333333,,NA,
PE,T,PFTC3,AHF7408,2018,March,2018-03-18T00:00:00Z,1,WAY,B,3,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,4,119,1,3,0.54,0.396,18.819,47.522727272727266,0.7333333333333333,0.3883333333333333,,,
PE,T,PFTC3,AHD3291,2018,March,2018-03-18T00:00:00Z,1,WAY,B,3,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,2,111,1,5,0.333,0.193,6.484,33.59585492227979,0.5795795795795796,0.273,,,
PE,T,PFTC3,BZO2006,2018,March,2018-03-17T00:00:00Z,1,WAY,B,5,Forb,Iridaceae,Sisyrinchium vaginatum,Sisyrinchium,vaginatum,1,36,1,1,0.05,0.02,4.198,209.9,0.39999999999999997,0.10283333333333333,,,
PE,T,PFTC3,BZQ6245,2018,March,2018-03-17T00:00:00Z,1,WAY,B,5,Forb,Iridaceae,Sisyrinchium vaginatum,Sisyrinchium,vaginatum,2,26,1,1,0.035,0.012,3.324,277,0.3428571428571428,0.1085,,,
PE,T,PFTC3,BZL4781,2018,March,2018-03-17T00:00:00Z,1,WAY,B,5,Forb,Iridaceae,Sisyrinchium vaginatum,Sisyrinchium,vaginatum,3,24,1,1,0.041,0.018,3.97,220.55555555555557,0.4390243902439024,0.10166666666666667,,,
PE,T,PFTC3,ARY2248,2018,March,NA,1,QUE,B,1,Forb,Asteraceae,Hypochaeris taraxacoides,Hypochaeris,taraxacoides,NA,1,1,1,0.052,0.01,1.841,184.1,0.19230769230769232,0.171,,,
PE,T,PFTC3,AQL5993,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,1,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,2,12,1,1,0.306,0.058,5.016,86.48275862068965,0.18954248366013074,0.23666666666666666,,,
PE,T,PFTC3,AQT3742,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,1,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,5,22,1,1,0.702,0.186,10.221,54.95161290322581,0.26495726495726496,0.32033333333333336,,,
PE,T,PFTC3,AIS4470,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,4,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,3,12,20,21,2.5e-4,4e-4,0.03845,96.12499999999999,1.6,0.07133333333333333,, Dry_larger_Wet _,
PE,T,PFTC3,AMB2428,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,5,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,1,57,1,11,NA,NA,NA,NA,NA,0.228,,NA,
PE,T,PFTC3,ALZ3338,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,5,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,2,17,1,10,NA,NA,NA,NA,NA,0.32,,NA,
PE,T,PFTC3,GVG9092,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,1,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,3,29,20,21,8e-4,4.5e-4,0.04285,95.22222222222223,0.5625,0.109,,,
PE,T,PFTC3,AOD2095,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,1,Fern,Pteridaceae,Elaphoglossum amphioxys,Elaphoglossum,amphioxys,4,31,1,1,2.228,2.114,80.154,37.915799432355726,0.9488330341113105,0.8686666666666667,,,
PE,T,PFTC3,AQV0894,2018,March,2018-03-18T00:00:00Z,1,ACJ,C,1,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,4,40,1,3,1.112,0.272,13.134,48.28676470588235,0.2446043165467626,0.4563333333333333,,,
PE,T,PFTC3,ARL2916,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Woody,Ericaceae,Pernettya prostrata,Pernettya,prostrata,2,4,5,5,0.0188,0.0094,0.3778,40.19148936170213,0.5,0.396,,,
PE,T,PFTC3,GVP0724,2018,March,2018-03-17T00:00:00Z,1,QUE,B,5,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,3,18,20,19,4e-4,2e-4,0.03625,181.24999999999997,0.5,0.07633333333333334,,,
PE,T,PFTC3,HIN7146,2018,March,2018-03-17T00:00:00Z,1,QUE,B,4,Forb,Asteraceae,Hypochaeris taraxacoides,Hypochaeris,taraxacoides,4,3,1,1,0.016,0.01,0.799,79.9,0.625,0.372,,,
PE,T,PFTC3,CEZ0609,2018,March,2018-03-17T00:00:00Z,1,QUE,B,4,Forb,Orobanchaceae,Bartsia tricophylla,Bartsia,tricophylla,3,12,10,10,0.0057,0.0014,0.177,126.42857142857142,0.24561403508771928,0.08933333333333333,,,
PE,T,PFTC3,AQZ5038,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Woody,Ericaceae,Pernettya prostrata,Pernettya,prostrata,1,5,5,5,0.0152,0.0062,0.4654,75.06451612903226,0.40789473684210525,0.303,,,
PE,T,PFTC3,AUU6778,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Forb,Asteraceae,Werneria villosa,Werneria,villosa,4,4,5,5,0.0034000000000000002,0.0018,0.1426,79.22222222222223,0.5294117647058822,0.15133333333333332,,,
PE,T,PFTC3,AVE4827,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Forb,Asteraceae,Werneria villosa,Werneria,villosa,5,3,7,7,0.005714285714285714,0.002142857142857143,0.12357142857142857,57.666666666666664,0.375,0.146,,,
PE,T,PFTC3,BUK1560,2018,March,2018-03-17T00:00:00Z,1,WAY,B,1,Forb,Rubiaceae,Nertera granadensis,Nertera,granadensis,3,1,20,15,0.0015,4e-4,0.12695,317.375,0.26666666666666666,0.038,,,
PE,T,PFTC3,AXO9043,2018,March,2018-03-17T00:00:00Z,1,WAY,B,3,Forb,Asteraceae,Senecio burkartii,Senecio,burkartii,3,67,1,2,2.247,0.667,42.533,63.76761619190405,0.2968402314196707,0.24633333333333332,,,
PE,T,PFTC3,ASK8513,2018,March,2018-03-15T00:00:00Z,1,ACJ,B,3,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,4,22,1,NA,NA,NA,NA,NA,NA,0.093,,NA,
PE,T,PFTC3,CAG2578,2018,March,2018-03-17T00:00:00Z,1,WAY,B,2,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,1,9,1,152,NA,NA,NA,NA,NA,0.08299999999999999,,NA,
PE,T,PFTC3,FEA7877,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,1,17,1,1,0.051,0.018,1.577,87.61111111111111,0.35294117647058826,0.3265,,,
PE,T,PFTC3,FEH4655,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,1,36,1,2,0.015,0.006,1.63,271.66666666666663,0.4,0.243,,,
PE,T,PFTC3,FEM4747,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,3,36,1,1,0.017,0.004,0.759,189.75,0.23529411764705882,0.2365,,,
PE,T,PFTC3,FEC1060,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,2,12,1,2,0.029,0.01,2.462,246.20000000000002,0.3448275862068965,0.273,,,
PE,T,PFTC3,FDV3168,2018,March,2018-03-12T00:00:00Z,1,WAY,C,2,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,1,36,1,1,0.019,0.009,1.084,120.44444444444446,0.47368421052631576,0.203,,,
PE,T,PFTC3,FFC1434,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,1,27,1,1,0.098,0.031,3.452,111.35483870967742,0.31632653061224486,0.33799999999999997,,,
PE,T,PFTC3,EWF5535,2018,March,2018-03-12T00:00:00Z,1,WAY,C,5,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,4,34,1,2,0.066,0.019,4.582,241.1578947368421,0.28787878787878785,0.31166666666666665,,,
PE,T,PFTC3,FEZ0476,2018,March,2018-03-12T00:00:00Z,1,WAY,C,5,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,2,30,1,2,0.043,0.015,4.382,292.1333333333333,0.3488372093023256,0.22,,,
PE,T,PFTC3,FEY0268,2018,March,2018-03-12T00:00:00Z,1,WAY,C,5,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,4,40,1,1,0.105,0.033,3.658,110.84848484848484,0.31428571428571433,0.29633333333333334,,,
PE,T,PFTC3,EWI7721,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,3,37,1,1,0.112,0.031,3.829,123.51612903225808,0.2767857142857143,0.339,,,
PE,T,PFTC3,EWV2253,2018,March,2018-03-12T00:00:00Z,1,WAY,C,5,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,5,54,1,1,0.144,0.046,4.648,101.04347826086956,0.3194444444444445,0.3476666666666667,,,
PE,T,PFTC3,EWS2303,2018,March,2018-03-12T00:00:00Z,1,WAY,C,5,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,2,30,1,2,0.092,0.032,7.136,223,0.34782608695652173,0.307,,,
PE,T,PFTC3,EWM2018,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,4,37,1,4,0.167,0.057,11.758,206.28070175438594,0.34131736526946105,0.309,,,
PE,T,PFTC3,EWL5378,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,5,52,1,1,0.086,0.032,2.958,92.4375,0.372093023255814,0.39866666666666667,,,
PE,T,PFTC3,EWB0914,2018,March,2018-03-12T00:00:00Z,1,WAY,C,5,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,3,53,1,1,0.239,0.065,7.128,109.66153846153846,0.27196652719665276,0.414,,,
PE,T,PFTC3,FEL6170,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,4,44,1,1,0.194,0.064,7.122,111.28125,0.32989690721649484,0.36366666666666664,,,
PE,T,PFTC3,FFB4229,2018,March,2018-03-12T00:00:00Z,1,WAY,C,5,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,3,37,1,1,0.036,0.012,1.358,113.16666666666667,0.33333333333333337,0.3436666666666667,,,
PE,T,PFTC3,FEE0023,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,3,19,1,2,0.054,0.02,4.274,213.7,0.3703703703703704,0.319,,,
PE,T,PFTC3,FFA2531,2018,March,2018-03-12T00:00:00Z,1,WAY,C,5,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,5,43,1,1,0.04,0.015,1.874,124.93333333333335,0.375,0.31533333333333335,,,
PE,T,PFTC3,EWA4774,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,2,37,1,2,0.134,0.038,8.972,236.10526315789474,0.2835820895522388,0.373,,,
PE,T,PFTC3,FEV0937,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,2,38,1,2,0.208,0.065,6.716,103.32307692307693,0.3125,0.351,,,
PE,T,PFTC3,FDZ1781,2018,March,2018-03-12T00:00:00Z,1,WAY,C,2,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,3,47,1,2,0.025,0.011,1.507,137,0.43999999999999995,0.18533333333333332,,,
PE,T,PFTC3,FEJ1807,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,3,21,1,1,0.077,0.028,3.192,114,0.36363636363636365,0.3173333333333333,,,
PE,T,PFTC3,FET7602,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,1,32,1,1,0.097,0.032,4.067,127.09375,0.32989690721649484,0.347,,,
PE,T,PFTC3,FED2743,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,5,29,1,2,0.026,0.013,1.2349999999999999,95,0.5,0.23233333333333334,,,
PE,T,PFTC3,FHD7374,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Rosaceae,Lachemilla orbiculata,Lachemilla,orbiculata,3,5,1,8,0.115,0.041,7.106,173.3170731707317,0.3565217391304348,0.33466666666666667,,,
PE,T,PFTC3,EWX1589,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,1,77,1,1,0.237,0.088,7.763,88.2159090909091,0.37130801687763715,0.4543333333333333,,,
PE,T,PFTC3,ETZ3313,2018,March,2018-03-12T00:00:00Z,1,WAY,C,4,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,4,53,1,1,0.14,0.049,5.249,107.12244897959182,0.35,0.33266666666666667,,,
PE,T,PFTC3,FHS0363,2018,March,2018-03-12T00:00:00Z,1,WAY,C,4,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,5,69,1,1,0.164,0.057,5.158,90.49122807017544,0.3475609756097561,0.41533333333333333,,,
PE,T,PFTC3,FHR5290,2018,March,2018-03-12T00:00:00Z,1,WAY,C,4,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,4,32,1,1,0.091,0.035,3.695,105.57142857142856,0.38461538461538464,0.36833333333333335,,,
PE,T,PFTC3,ESU3655,2018,March,2018-03-12T00:00:00Z,1,WAY,C,4,Forb,Iridaceae,Sisyrinchium vaginatum,Sisyrinchium,vaginatum,1,26,1,2,0.028,0.019,2.5599999999999996,134.73684210526315,0.6785714285714285,0.12583333333333335,,,
PE,T,PFTC3,FHM8712,2018,March,2018-03-12T00:00:00Z,1,WAY,C,4,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,2,74,1,3,0.21,0.067,6.686,99.79104477611939,0.3190476190476191,0.4736666666666667,,,
PE,T,PFTC3,ETB3874,2018,March,2018-03-12T00:00:00Z,1,WAY,C,4,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,1,17,1,1,0.039,0.015,1.639,109.26666666666667,0.3846153846153846,0.3373333333333333,,,
PE,T,PFTC3,FIA5025,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,1,37,1,1,0.028,0.008,1.136,141.99999999999997,0.2857142857142857,0.3496666666666667,,,
PE,T,PFTC3,EYL7032,2018,March,2018-03-12T00:00:00Z,1,WAY,C,4,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,1,29,1,4,0.108,0.035,7.513999999999999,214.68571428571425,0.3240740740740741,0.33266666666666667,,,
PE,T,PFTC3,FHK5085,2018,March,2018-03-12T00:00:00Z,1,WAY,C,4,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,3,32,1,1,0.054,0.016,2.033,127.06249999999999,0.2962962962962963,0.297,,,
PE,T,PFTC3,FDX0656,2018,March,2018-03-12T00:00:00Z,1,WAY,C,2,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,2,36,1,2,0.026,0.011,1.235,112.2727272727273,0.4230769230769231,0.20850000000000002,,,
PE,T,PFTC3,FEK4118,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,2,42,1,1,0.025,0.01,1.262,126.2,0.39999999999999997,0.23199999999999998,,,
PE,T,PFTC3,FEN3254,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,5,36,1,2,0.015,0.003,1.786,595.3333333333334,0.2,0.22166666666666668,,,
PE,T,PFTC3,FER1182,2018,March,2018-03-12T00:00:00Z,1,WAY,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,5,45,1,2,0.026,0.008,1.176,147,0.3076923076923077,0.258,,,
PE,T,PFTC3,FEU0339,2018,March,2018-03-12T00:00:00Z,1,WAY,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,4,36,1,1,0.032,0.011,1.362,123.81818181818184,0.34375,0.2595,,,
PE,T,PFTC3,FFW7121,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,5,17,1,2,0.048,0.011,8.718,792.5454545454546,0.22916666666666666,0.154,,,
PE,T,PFTC3,ETD6851,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,1,17,1,2,0.057,0.018,3.48,193.33333333333334,0.3157894736842105,0.18533333333333332,,,
PE,T,PFTC3,FHI9525,2018,March,2018-03-12T00:00:00Z,1,WAY,C,4,Forb,Iridaceae,Sisyrinchium vaginatum,Sisyrinchium,vaginatum,3,27,1,1,0.058,0.025,4.656,186.23999999999998,0.4310344827586207,0.16333333333333333,,,
PE,T,PFTC3,FHE6902,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Asteraceae,Hieracium cf. mandonii,Hieracium,cf. mandonii,1,54,1,1,0.112,0.023,5.866,255.04347826086956,0.20535714285714285,0.22633333333333333,,,
PE,T,PFTC3,FGE0091,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,4,28,1,1,0.11,0.035,8.662,247.4857142857143,0.31818181818181823,0.19233333333333333,,,
PE,T,PFTC3,FHF7780,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Rosaceae,Lachemilla orbiculata,Lachemilla,orbiculata,1,12,1,4,0.214,0.067,8.129,121.32835820895521,0.31308411214953275,0.24833333333333332,,,
PE,T,PFTC3,FHG0819,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Rosaceae,Lachemilla orbiculata,Lachemilla,orbiculata,2,11,1,4,0.224,0.078,6.721,86.16666666666667,0.3482142857142857,0.30466666666666664,,,
PE,T,PFTC3,ETP4985,2018,March,2018-03-12T00:00:00Z,1,WAY,C,4,Forb,Asteraceae,Stevia pennellii,Stevia,pennellii,3,65,1,1,0.085,0.032,4.072,127.25,0.3764705882352941,0.3666666666666667,,,
PE,T,PFTC3,FFQ5568,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,5,13,1,2,0.09,0.028,5.5809999999999995,199.32142857142856,0.3111111111111111,0.27,,,
PE,T,PFTC3,FGW4709,2018,March,2018-03-12T00:00:00Z,1,WAY,C,1,Forb,Rubiaceae,Nertera granadensis,Nertera,granadensis,3,2,1,1,0,0,0.196,Inf,NA,0.153,, too_small_exceed_scale _,
PE,T,PFTC3,EUH4412,2018,March,2018-03-12T00:00:00Z,1,WAY,C,2,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,5,30,1,2,0.216,0.063,8.408,133.46031746031744,0.2916666666666667,0.34,,,
PE,T,PFTC3,EUM6443,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,4,26,1,3,0.44,0.177,9.241000000000001,52.20903954802261,0.4022727272727272,0.4523333333333333,,,
PE,T,PFTC3,EUI7552,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,1,21,1,1,0.29,0.098,9.318,95.08163265306122,0.33793103448275863,0.44,,,
PE,T,PFTC3,EUF3399,2018,March,2018-03-12T00:00:00Z,1,WAY,C,2,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,3,26,1,1,0.203,0.072,7.432,103.22222222222223,0.354679802955665,0.23466666666666666,,,
PE,T,PFTC3,EUN7630,2018,March,2018-03-12T00:00:00Z,1,WAY,C,3,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,5,27,1,2,0.47,0.168,25.792,153.52380952380952,0.3574468085106383,0.5183333333333333,,,
PE,T,PFTC3,EUG2994,2018,March,2018-03-12T00:00:00Z,1,WAY,C,2,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,4,45,1,1,0.302,0.106,12.802,120.77358490566037,0.3509933774834437,0.19833333333333333,,,
PE,T,PFTC3,EUD9510,2018,March,2018-03-12T00:00:00Z,1,WAY,C,2,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,1,30,1,2,0.424,0.126,25.546,202.74603174603175,0.2971698113207547,0.25966666666666666,,,
PE,T,PFTC3,EUE9208,2018,March,2018-03-12T00:00:00Z,1,WAY,C,2,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,2,25,1,1,0.51,0.211,13.266,62.872037914691944,0.4137254901960784,0.3413333333333333,,,
PE,T,PFTC3,FEQ8445,2018,March,NA,1,WAY,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,2,40,1,2,0.032,0.013,3.134,241.07692307692307,0.40625,0.263,,,
PE,T,PFTC3,FEO5410,2018,March,NA,1,WAY,C,1,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,4,65,1,2,0.028,0.011,2.706,246,0.39285714285714285,0.24,,,
PE,T,PFTC3,FDY1775,2018,March,NA,1,WAY,C,2,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,5,NA,1,2,0.027,0.012,2.634,219.5,0.4444444444444445,0.20500000000000002,,,
PE,T,PFTC3,FEF8108,2018,March,NA,1,WAY,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,1,41,1,2,0.011,0.007,1.348,192.57142857142858,0.6363636363636365,0.2125,,,
